URL,Path,Locale,Section,Clicks_119d,Impressions_119d,Avg_Position,Action,Implementation,Destination_URL,Evidence,Reasoning,Priority
https://panamarealestateguide.com/pt/articles/,/pt/articles/,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/news/,/pt/news/,pt,news,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/videos/,/pt/videos/,pt,videos,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/,/de/,de,other,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/,/de/articles/,de,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/news/,/de/news/,de,news,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/videos/,/de/videos/,de,videos,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/costa-del-este-real-estate.html,/articles/costa-del-este-real-estate.html,en,articles,0,0,,Keep,no change,,GSC 119d: 0 clicks / 0 impr,Low signal but topically relevant and contributes internal-link/topical-authority value. Do not delete on zero traffic alone.,P3
https://panamarealestateguide.com/articles/colon-panama-real-estate.html,/articles/colon-panama-real-estate.html,en,articles,0,2,5.0,Keep,no change,,GSC 119d: 0 clicks / 2 impr / avg pos 5.0,Low signal but topically relevant and contributes internal-link/topical-authority value. Do not delete on zero traffic alone.,P3
https://panamarealestateguide.com/articles/avenida-balboa-panama-real-estate.html,/articles/avenida-balboa-panama-real-estate.html,en,articles,0,0,,Keep,no change,,GSC 119d: 0 clicks / 0 impr,Low signal but topically relevant and contributes internal-link/topical-authority value. Do not delete on zero traffic alone.,P3
https://panamarealestateguide.com/articles/2026-outlook.html,/articles/2026-outlook.html,en,articles,0,4,7.2,Consolidate,301,https://panamarealestateguide.com/articles/panama-real-estate-market-2026.html,GSC 119d: 0 clicks / 4 impr / avg pos 7.2,Confirmed cannibalisation — competes with the destination for the same query set. Merge unique passages into the destination and 301.,P1
https://panamarealestateguide.com/es/articles/2026-outlook.html,/es/articles/2026-outlook.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/2026-outlook.html,/pt/articles/2026-outlook.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/2026-outlook.html,/de/articles/2026-outlook.html,de,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/friendly-nations-2026.html,/articles/friendly-nations-2026.html,en,articles,0,0,,Keep,no change,,GSC 119d: 0 clicks / 0 impr,Low signal but topically relevant and contributes internal-link/topical-authority value. Do not delete on zero traffic alone.,P3
https://panamarealestateguide.com/es/articles/friendly-nations-2026.html,/es/articles/friendly-nations-2026.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/friendly-nations-2026.html,/pt/articles/friendly-nations-2026.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/friendly-nations-2026.html,/de/articles/friendly-nations-2026.html,de,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/pedasi-rising.html,/articles/pedasi-rising.html,en,articles,0,5,6.6,Keep,no change,,GSC 119d: 0 clicks / 5 impr / avg pos 6.6,Low signal but topically relevant and contributes internal-link/topical-authority value. Do not delete on zero traffic alone.,P3
https://panamarealestateguide.com/es/articles/pedasi-rising.html,/es/articles/pedasi-rising.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/pedasi-rising.html,/pt/articles/pedasi-rising.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/pedasi-rising.html,/de/articles/pedasi-rising.html,de,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/rental-yields.html,/articles/rental-yields.html,en,articles,0,1,2.0,Consolidate,301,https://panamarealestateguide.com/articles/panama-real-estate-investment-lifestyle-2026.html,GSC 119d: 0 clicks / 1 impr / avg pos 2.0,Confirmed cannibalisation — competes with the destination for the same query set. Merge unique passages into the destination and 301.,P1
https://panamarealestateguide.com/es/articles/rental-yields.html,/es/articles/rental-yields.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/rental-yields.html,/pt/articles/rental-yields.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/rental-yields.html,/de/articles/rental-yields.html,de,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/dollarization.html,/articles/dollarization.html,en,articles,0,46,10.3,Consolidate,301,https://panamarealestateguide.com/articles/panama-real-estate-market-2026.html,GSC 119d: 0 clicks / 46 impr / avg pos 10.3,Confirmed cannibalisation — competes with the destination for the same query set. Merge unique passages into the destination and 301.,P1
https://panamarealestateguide.com/es/articles/dollarization.html,/es/articles/dollarization.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/dollarization.html,/pt/articles/dollarization.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/dollarization.html,/de/articles/dollarization.html,de,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/tax-primer.html,/articles/tax-primer.html,en,articles,0,23,21.6,Consolidate,301,https://panamarealestateguide.com/articles/panama-tax-benefits-foreigners-2026.html,GSC 119d: 0 clicks / 23 impr / avg pos 21.6,Confirmed cannibalisation — competes with the destination for the same query set. Merge unique passages into the destination and 301.,P1
https://panamarealestateguide.com/es/articles/tax-primer.html,/es/articles/tax-primer.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/tax-primer.html,/pt/articles/tax-primer.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/tax-primer.html,/de/articles/tax-primer.html,de,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/pensionado-panama-city-condo-2026.html,/articles/pensionado-panama-city-condo-2026.html,en,articles,0,3,12.3,Consolidate,301,https://panamarealestateguide.com/articles/retire-in-panama.html,GSC 119d: 0 clicks / 3 impr / avg pos 12.3,"Nationality-slice page with negligible measured demand. Merge the genuinely distinct content (visa reciprocity, tax treaty) into the residency pillar as a section.",P2
https://panamarealestateguide.com/es/articles/pensionado-panama-city-condo-2026.html,/es/articles/pensionado-panama-city-condo-2026.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/pensionado-panama-city-condo-2026.html,/pt/articles/pensionado-panama-city-condo-2026.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/pensionado-panama-city-condo-2026.html,/de/articles/pensionado-panama-city-condo-2026.html,de,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/condos-panama-bajo-400k-colombianos.html,/articles/condos-panama-bajo-400k-colombianos.html,en,articles,0,8,11.2,Consolidate,301,https://panamarealestateguide.com/articles/retire-in-panama.html,GSC 119d: 0 clicks / 8 impr / avg pos 11.2,"Nationality-slice page with negligible measured demand. Merge the genuinely distinct content (visa reciprocity, tax treaty) into the residency pillar as a section.",P2
https://panamarealestateguide.com/articles/comprar-imovel-panama-brasileiros-2026.html,/articles/comprar-imovel-panama-brasileiros-2026.html,en,articles,0,18,5.3,Consolidate,301,https://panamarealestateguide.com/articles/retire-in-panama.html,GSC 119d: 0 clicks / 18 impr / avg pos 5.3,"Nationality-slice page with negligible measured demand. Merge the genuinely distinct content (visa reciprocity, tax treaty) into the residency pillar as a section.",P2
https://panamarealestateguide.com/articles/panama-inversion-mexicanos-2026.html,/articles/panama-inversion-mexicanos-2026.html,en,articles,0,15,11.7,Consolidate,301,https://panamarealestateguide.com/articles/retire-in-panama.html,GSC 119d: 0 clicks / 15 impr / avg pos 11.7,"Nationality-slice page with negligible measured demand. Merge the genuinely distinct content (visa reciprocity, tax treaty) into the residency pillar as a section.",P2
https://panamarealestateguide.com/articles/espanoles-panama-alternativa-golden-visa-2026.html,/articles/espanoles-panama-alternativa-golden-visa-2026.html,en,articles,0,6,4.8,Consolidate,301,https://panamarealestateguide.com/articles/retire-in-panama.html,GSC 119d: 0 clicks / 6 impr / avg pos 4.8,"Nationality-slice page with negligible measured demand. Merge the genuinely distinct content (visa reciprocity, tax treaty) into the residency pillar as a section.",P2
https://panamarealestateguide.com/articles/best-neighborhoods-panama-city-expats.html,/articles/best-neighborhoods-panama-city-expats.html,en,articles,0,729,37.7,Improve,rewrite in place,,GSC 119d: 0 clicks / 729 impr / avg pos 37.7,"Ranks 49-96 in Semrush US for keywords with KD 0-31. The gap is content depth and E-E-A-T, not competition. Highest-return work on the site.",P0
https://panamarealestateguide.com/es/articles/best-neighborhoods-panama-city-expats.html,/es/articles/best-neighborhoods-panama-city-expats.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/best-neighborhoods-panama-city-expats.html,/pt/articles/best-neighborhoods-panama-city-expats.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/de/articles/best-neighborhoods-panama-city-expats.html,/de/articles/best-neighborhoods-panama-city-expats.html,de,articles,1,68,7.1,Remove,410 Gone,,GSC 119d: 1 clicks / 68 impr / avg pos 7.1,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/articles/bocas-del-toro-real-estate.html,/articles/bocas-del-toro-real-estate.html,en,articles,0,100,6.3,Improve,rewrite in place,,GSC 119d: 0 clicks / 100 impr / avg pos 6.3,"Ranks 49-96 in Semrush US for keywords with KD 0-31. The gap is content depth and E-E-A-T, not competition. Highest-return work on the site.",P0
https://panamarealestateguide.com/es/articles/bocas-del-toro-real-estate.html,/es/articles/bocas-del-toro-real-estate.html,es,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
https://panamarealestateguide.com/pt/articles/bocas-del-toro-real-estate.html,/pt/articles/bocas-del-toro-real-estate.html,pt,articles,0,0,,Remove,410 Gone,,GSC 119d: 0 clicks / 0 impr,"Machine-translated duplicate. Verified safe to delete: Semrush Top Pages shows 0 referring domains on every deep URL (93 of 103 ref domains point at the root), so there is no page-level link equity to preserve. ES/DE/PT buying demand is negligible (Semrush PA db: 32 kws / 190 total vol) and these pages actively cannibalise their own English originals. All 405 earned 30 clicks in 119 days combined (~0.25/day). Use 410 rather than 404: unambiguous and de-indexed faster. Retain source files in git.",P1
